Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tokiyo-lifestyle-oversized-t-shirt-totm045,Tokiyo Lifestyle Oversized T-Shirt - TOTM045,"<p>Premium 240 GSM 100% Cotton Men Oversized T-Shirt by Tokiyo Lifestyle.</p>",Tokiyo Lifestyle,,Oversized T-Shirt,"240 GSM, Casual Wear, Cotton, Men, Oversized, Premium, T-Shirt, Tokiyo Lifestyle",TRUE,Color,Black,Size,XS,,,TOTM045_BL_XS,0,shopify,10,deny,manual,749.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm045,,,,,,,,Color,Black,Size,S,,,TOTM045_BL_S,0,shopify,10,deny,manual,749.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm045,,,,,,,,Color,Black,Size,M,,,TOTM045_BL_M,0,shopify,10,deny,manual,749.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm045,,,,,,,,Color,Black,Size,L,,,TOTM045_BL_L,0,shopify,10,deny,manual,749.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm045,,,,,,,,Color,Black,Size,XL,,,TOTM045_BL_XL,0,shopify,10,deny,manual,799.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm045,,,,,,,,Color,Black,Size,XXL,,,TOTM045_BL_XXL,0,shopify,10,deny,manual,799.00,1299.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm046,Tokiyo Lifestyle Oversized T-Shirt - TOTM046,"<p>Premium 240 GSM 100% Cotton Men Oversized T-Shirt by Tokiyo Lifestyle.</p>",Tokiyo Lifestyle,,Oversized T-Shirt,"240 GSM, Casual Wear, Cotton, Men, Oversized, Premium, T-Shirt, Tokiyo Lifestyle",TRUE,Color,Dark Grey,Size,XS,,,TOTM046_DG_XS,0,shopify,10,deny,manual,649.00,999.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm046,,,,,,,,Color,Dark Grey,Size,S,,,TOTM046_DG_S,0,shopify,10,deny,manual,649.00,999.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm046,,,,,,,,Color,Dark Grey,Size,M,,,TOTM046_DG_M,0,shopify,10,deny,manual,649.00,999.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm046,,,,,,,,Color,Dark Grey,Size,L,,,TOTM046_DG_L,0,shopify,10,deny,manual,649.00,999.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
tokiyo-lifestyle-oversized-t-shirt-totm046,,,,,,,,Color,Dark Grey,Size,XL,,,TOTM046_DG_XL,0,shopify,10,deny,manual,699.00,999.00,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,g,,active
